a_id		w_id
a1919		w3198
a1919		w3199
a1919		w3200
a1919		w3201
a1919		w3202
a1919		w3203
a1919		w3204
a1919		w3205
a1919		w3206
a1919		w3207
a1919		w3208
a1919		w3209
a1919		w3210
a1919		w3211
a1919		w3212
a1919		w3213
a1919		w3214
a1919		w3215
a1919		w3216
a1919		w3217
a1919		w3232
a1919		w3233
a1919		w3234
a1919		w3235
a1919		w3236
a1919		w3237
a1919		w3241
a1919		w3242
a1919		w3243
a1919		w3244
a1919		w3245
a1919		w3246
a1919		w3247
a1919		w3248
a1919		w3250
a1919		w3251
a1919		w3252
a1919		w3253
a1919		w3254
a1919		w3255
a1919		w3256
a1919		w3257
a1919		w3258
a1919		w3259
a1919		w3260
a1919		w3261
a1919		w3262
a1919		w3263
a1919		w3264
a1919		w3265
a1919		w3266
a1919		w3267
a1919		w3268
a1919		w3269
a1919		w3275
a1919		w3276
a1919		w3277
a1919		w3278
a1919		w3279
a1919		w3280
a1919		w3281
a1919		w3282
a1919		w3283
a1919		w3297
a1919		w3298
a1919		w3299
a1919		w3300
a1919		w3301
a1919		w3302
a1919		w3303
a1919		w3304
a1919		w3305
a1919		w3313
a1919		w3314
a1919		w3315
a1919		w3316
a1919		w3317
a1919		w3318
a1919		w3319
a1919		w3320
a1919		w3321
a1919		w3326
a1919		w3327
a1919		w3328
a1919		w3329
a1919		w3330
a1919		w3331
a1919		w3342
a1919		w3343
a1919		w3344
a1919		w3346
a1919		w3347
a1919		w3348
a1919		w3349
a1919		w3350
a1919		w3351
a1919		w3352
a1919		w3353
a1919		w3354
a1919		w3355
a1919		w3367
a1919		w3368
a1919		w3369
a1919		w3370
a1919		w3371
a1919		w3372
a1919		w3373
a1919		w3374
a1919		w3375
a1919		w3376
a1919		w3377
a1919		w3378
a1919		w3379
a1919		w3380
a1919		w3381
a1919		w3382
a1919		w3383
a1919		w3384
a1919		w3385
a1919		w3386
a1919		w3387
a1919		w3388
a1919		w3389
a1919		w3390
a1919		w3396
a1919		w3400
a1919		w3401
a1919		w3402
a1919		w3403
a1919		w3404
a1919		w3405
a1919		w3407
a1919		w3409
a1919		w3410
a1919		w3411
a1919		w3413
a1919		w3414
a1919		w3415
a1919		w3416
a1919		w3417
a1919		w3421
a1919		w3440
a1919		w3443
a1919		w3444
a1919		w3445
a1919		w3447
a1919		w3449
a1919		w3450
a1919		w3451
a1919		w3452
a1919		w3453
a1919		w3454
a1919		w3455
a1919		w3460
a1919		w3461
a1919		w3462
a1919		w3463
a1919		w3464
a1919		w3465
a1919		w3466
a1919		w3467
a1919		w3468
a1919		w3471
a1919		w3473
a1919		w3474
a1919		w3475
a1919		w3476
a1919		w3477
a1919		w3478
a1919		w3479
a1922		w15
a1922		w7
a1922		w85
a1925		w2137
a1925		w2237
a1925		w2252
a1925		w2469
a1925		w2472
a1926		w685
a1927		w811
a193		w1082
a193		w2046
a193		w2346
a1932		w2514
a1932		w2707
a1941		w208
a1942		w686
a1950		w1362
a1950		w1437
a1950		w2602
a1951		w791
a1951		w880
a1951		w917
a1952		w3587
a1954		w1070
a1954		w1071
a1954		w1327
a1956		w1404
a1956		w2927
a1956		w3113
a1967		w2063
a1967		w2167
a1969		w65
a197		w1004
a1974		w747
a1976		w216
a1979		w1429
a1979		w1509
a1979		w1558
a1979		w1559
a1979		w1578
a1979		w1610
a1979		w1614
a1979		w1630
a1984		w823
a1995		w3050
a1995		w3057
a1995		w3061
a1995		w3062
a1995		w3080
a1995		w3081
a1995		w3082
a1995		w3086
a1995		w3087
a1995		w3088
a1995		w3090
a1995		w3093
a1995		w3096
a1995		w3097
a1995		w3098
a1995		w3125
a1995		w3127
a1995		w3128
a1995		w3129
a1995		w3130
a1995		w3131
a1995		w3137
a1995		w3138
a1995		w3139
a1995		w3141
a1995		w3142
a1995		w3161
a1995		w3162
a1995		w3163
a1995		w3164
a1995		w3167
a1995		w3168
a1995		w3182
a1995		w3183
a1995		w3184
a1995		w3185
a1995		w3186
a1995		w3187
a1995		w3188
a1995		w3189
a1995		w3191
a1995		w3192
a1995		w3194
a1995		w3196
a1995		w3197
a1995		w3199
a1995		w3201
a1995		w3203
a1995		w3205
a1995		w3206
a1995		w3207
a1995		w3208
a1995		w3210
a1995		w3211
a1995		w3212
a1995		w3215
a1995		w3217
a1995		w3241
a1995		w3242
a1995		w3243
a1995		w3244
a1995		w3247
a1995		w3253
a1995		w3255
a1995		w3256
a1995		w3258
a1995		w3259
a1995		w3261
a1995		w3265
a1995		w3266
a1995		w3275
a1995		w3276
a1995		w3277
a1995		w3278
a1995		w3279
a1995		w3280
a1995		w3282
a1995		w3297
a1995		w3304
a1995		w3313
a1995		w3314
a1995		w3315
a1995		w3316
a1995		w3317
a1995		w3318
a1995		w3321
a1995		w3331
a1995		w3349
a1995		w3374
a1995		w3375
a1995		w3376
a1995		w3377
a1995		w3378
a1995		w3380
a1995		w3381
a1995		w3384
a1995		w3386
a1995		w3387
a1995		w3389
a1995		w3390
a1995		w3405
a1995		w3409
a1995		w3411
a1995		w3413
a1995		w3414
a1995		w3415
a1995		w3416
a1995		w3453
a1995		w3455
a1995		w3461
a1995		w3464
a1995		w3465
a1995		w3467
a1995		w3472
a1995		w3475
a1995		w3476
a1995		w3477
a1995		w3478
a1995		w3479
a1997		w2968
a1997		w3030
a1997		w3047
a1997		w3048
a1997		w3049
a1997		w3050
a1997		w3051
a1997		w3052
a1997		w3053
a1997		w3054
a1997		w3057
a1997		w3058
a1997		w3059
a1997		w3060
a1997		w3061
a1997		w3062
a1997		w3063
a1997		w3064
a1997		w3065
a1997		w3066
a1997		w3080
a1997		w3081
a1997		w3082
a1997		w3083
a1997		w3084
a1997		w3085
a1997		w3086
a1997		w3087
a1997		w3088
a1997		w3089
a1997		w3090
a1997		w3091
a1997		w3092
a1997		w3093
a1997		w3094
a1997		w3096
a1997		w3097
a1997		w3098
a1997		w3123
a1997		w3124
a1997		w3125
a1997		w3126
a1997		w3127
a1997		w3128
a1997		w3129
a1997		w3130
a1997		w3131
a1997		w3137
a1997		w3138
a1997		w3139
a1997		w3140
a1997		w3141
a1997		w3142
a1997		w3143
a1997		w3144
a1997		w3155
a1997		w3156
a1997		w3157
a1997		w3158
a1997		w3159
a1997		w3160
a1997		w3161
a1997		w3162
a1997		w3163
a1997		w3164
a1997		w3165
a1997		w3167
a1997		w3168
a1997		w3182
a1997		w3183
a1997		w3184
a1997		w3185
a1997		w3186
a1997		w3187
a1997		w3188
a1997		w3189
a1997		w3191
a1997		w3192
a1997		w3193
a1997		w3194
a1997		w3195
a1997		w3196
a1997		w3197
a1997		w3198
a1997		w3199
a1997		w3200
a1997		w3202
a1997		w3203
a1997		w3204
a1997		w3205
a1997		w3206
a1997		w3207
a1997		w3208
a1997		w3210
a1997		w3211
a1997		w3212
a1997		w3213
a1997		w3214
a1997		w3215
a1997		w3216
a1997		w3217
a1997		w3232
a1997		w3233
a1997		w3234
a1997		w3235
a1997		w3236
a1997		w3237
a1997		w3241
a1997		w3242
a1997		w3243
a1997		w3244
a1997		w3248
a1997		w3249
a1997		w3250
a1997		w3251
a1997		w3252
a1997		w3253
a1997		w3254
a1997		w3255
a1997		w3256
a1997		w3257
a1997		w3258
a1997		w3259
a1997		w3261
a1997		w3262
a1997		w3263
a1997		w3264
a1997		w3265
a1997		w3266
a1997		w3268
a1997		w3269
a1997		w3270
a1997		w3275
a1997		w3276
a1997		w3277
a1997		w3278
a1997		w3279
a1997		w3280
a1997		w3281
a1997		w3282
a1997		w3283
a1997		w3297
a1997		w3298
a1997		w3299
a1997		w3300
a1997		w3301
a1997		w3302
a1997		w3303
a1997		w3304
a1997		w3305
a1997		w3313
a1997		w3314
a1997		w3315
a1997		w3316
a1997		w3317
a1997		w3321
a1997		w3326
a1997		w3327
a1997		w3328
a1997		w3329
a1997		w3330
a1997		w3331
a1997		w3341
a1997		w3342
a1997		w3343
a1997		w3344
a1997		w3345
a1997		w3346
a1997		w3347
a1997		w3349
a1997		w3350
a1997		w3351
a1997		w3355
a1997		w3356
a1997		w3368
a1997		w3369
a1997		w3370
a1997		w3371
a1997		w3373
a1997		w3374
a1997		w3375
a1997		w3376
a1997		w3377
a1997		w3378
a1997		w3379
a1997		w3380
a1997		w3381
a1997		w3383
a1997		w3384
a1997		w3386
a1997		w3387
a1997		w3389
a1997		w3390
a1997		w3394
a1997		w3395
a1997		w3396
a1997		w3399
a1997		w3401
a1997		w3402
a1997		w3404
a1997		w3406
a1997		w3409
a1997		w3411
a1997		w3413
a1997		w3414
a1997		w3415
a1997		w3416
a1997		w3421
a1997		w3439
a1997		w3440
a1997		w3441
a1997		w3445
a1997		w3448
a1997		w3449
a1997		w3450
a1997		w3452
a1997		w3453
a1997		w3455
a1997		w3460
a1997		w3461
a1997		w3464
a1997		w3465
a1997		w3466
a1997		w3467
a1997		w3468
a1997		w3472
a1997		w3475
a1997		w3476
a1997		w3477
a1997		w3478
a1997		w3479
a1999		w1773
a1999		w863
a20		w684
a20		w783
a20		w988
a2000		w1988
a2000		w1991
a2000		w2000
a2000		w2482
a2000		w2483
a2002		w2137
a2002		w2237
a2002		w2252
a2002		w2341
a2002		w2469
a2002		w2472
a201		w2766
a2011		w732
a202		w2301
a202		w2491
a2031		w844
a2041		w2722
a2041		w2991
a2041		w3068
a2041		w3148
a2041		w3323
a2043		w201
a2046		w2032
a2046		w2033
a2046		w2034
a2046		w2507
a2046		w607
a2048		w2575
a2050		w1062
a2050		w831
a2051		w1362
a2051		w2037
a2052		w1390
a2052		w1463
a2052		w1503
a2054		w1991
a2054		w2018
a2054		w2031
a2054		w2032
a2054		w2306
a2054		w575
a2068		w1374
a2068		w2180
a2068		w2211
a2069		w1429
a2069		w1509
a2069		w1558
a2069		w1559
a2069		w1578
a2069		w1610
a2069		w1614
a2069		w1630
a2070		w1627
a2071		w1741
a2071		w1767
a2071		w1790
a2071		w1791
a2071		w1913
a2081		w2687
a2083		w4499
a2087		w698
a2092		w1715
a2092		w1737
a2092		w1768
a2104		w2313
a2104		w2616
a2104		w2951
a2104		w2952
a2104		w2984
a2104		w2985
a2104		w2986
a2104		w3021
a2104		w3022
a2104		w3029
a2104		w3044
a2104		w3045
a2104		w3046
a2104		w3055
a2104		w3056
a2104		w3071
a2104		w3072
a2104		w3073
a2104		w3077
a2104		w3078
a2104		w3095
a2104		w3105
a2104		w3106
a2104		w3116
a2104		w3117
a2104		w3121
a2104		w3122
a2104		w3134
a2104		w3149
a2104		w3150
a2104		w3151
a2104		w3176
a2104		w3177
a2104		w3178
a2104		w3179
a2104		w3180
a2104		w3181
a2104		w3221
a2104		w3222
a2104		w3223
a2104		w3224
a2104		w3225
a2104		w3226
a2104		w3286
a2104		w3287
a2104		w3288
a2104		w3289
a2104		w3290
a2104		w3335
a2104		w3336
a2104		w3337
a2104		w3438
a2105		w1851
a2105		w1931
a2108		w1390
a2110		w734
a2112		w112
a2112		w49
a2112		w593
a2112		w83
a2116		w2446
a2117		w1429
a2117		w1509
a2117		w1558
a2117		w1559
a2117		w1578
a2117		w1610
a2117		w1614
a2117		w1630
a2119		w1211
a2119		w1221
a2119		w48
a2119		w70
a212		w3541
a212		w3555
a212		w3585
a212		w3626
a212		w3669
a212		w3673
a212		w3806
a212		w3862
a212		w3867
a212		w3968
a212		w4090
a212		w4107
a212		w4112
a212		w4124
a2124		w823
a2136		w244
a2142		w1068
a2142		w699
a2142		w708
a2142		w738
a2142		w768
a2142		w779
a2142		w785
a2142		w977
a2145		w2265
a2146		w2747
a2154		w2599
a2154		w2687
a2162		w841
a2165		w2509
a2165		w2529
a2170		w4044
a218		w2888
a218		w2950
a2188		w2469
a2195		w2453
a2195		w4543
a22		w1361
a22		w1366
a22		w1370
a22		w2310
a2200		w330
a2200		w84
a2212		w2956
a2213		w2599
a2216		w1387
a2216		w1392
a2216		w1400
a2216		w1412
a2216		w1415
a2216		w1419
a2216		w1421
a2216		w1425
a2216		w1426
a2216		w1440
a2216		w1443
a2216		w1459
a2216		w1467
a2216		w1480
a2216		w1487
a2216		w1488
a2216		w1493
a2216		w1497
a2216		w1501
a2216		w1510
a2216		w1511
a2216		w1514
a2216		w1519
a2216		w1524
a2216		w1536
a2216		w1540
a2216		w1541
a2216		w1543
a2216		w1544
a2216		w1545
a2216		w1547
a2216		w1548
a2216		w1549
a2216		w1550
a2216		w1553
a2216		w1554
a2216		w1555
a2216		w1557
a2216		w1560
a2216		w1561
a2216		w1562
a2216		w1563
a2216		w1564
a2216		w1567
a2216		w1568
a2216		w1569
a2216		w1570
a2216		w1572
a2216		w1573
a2216		w1575
a2216		w1576
a2216		w1581
a2216		w1582
a2216		w1583
a2216		w1602
a2216		w1604
a2225		w1078
a2231		w1379
a2231		w2533
a2245		w2464
a2248		w653
a2248		w711
a2248		w997
a2252		w1440
a2252		w1485
a2252		w1514
a2252		w1524
a2252		w1544
a2252		w1553
a2252		w1555
a2252		w1567
a2252		w1568
a2252		w1573
a2252		w1579
a2252		w1580
a2252		w1581
a2252		w1582
a2252		w1583
a2252		w1588
a2252		w1589
a2252		w1590
a2252		w1601
a2252		w1603
a2252		w1604
a2252		w1607
a2252		w1608
a2252		w1611
a2252		w1612
a2252		w1618
a2252		w1623
a2257		w809
a226		w2518
a2272		w2004
a2272		w2242
a2272		w853
a2280		w653
a2280		w711
a2280		w997
a2287		w4494
a2289		w2687
a229		w1
a229		w12
a229		w163
a229		w171
a229		w2131
a229		w34
a229		w4803
a229		w67
a2292		w563
a2294		w1387
a2294		w1392
a2294		w1400
a2294		w1412
a2294		w1415
a2294		w1419
a2294		w1421
a2294		w1425
a2294		w1426
a2294		w1440
a2294		w1443
a2294		w1459
a2294		w1467
a2294		w1480
a2294		w1487
a2294		w1488
a2294		w1493
a2294		w1497
a2294		w1501
a2294		w1510
a2294		w1511
a2294		w1514
a2294		w1519
a2294		w1524
a2294		w1536
a2294		w1540
a2294		w1541
a2294		w1543
a2294		w1544
a2294		w1545
a2294		w1547
a2294		w1548
a2294		w1549
a2294		w1550
a2294		w1553
a2294		w1554
a2294		w1555
a2294		w1557
a2294		w1560
a2294		w1561
a2294		w1562
a2294		w1563
a2294		w1564
a2294		w1567
a2294		w1568
a2294		w1569
a2294		w1570
a2294		w1572
a2294		w1573
a2294		w1575
a2294		w1576
a2294		w1579
a2294		w1580
a2294		w1581
a2294		w1582
a2294		w1583
a2294		w1588
a2294		w1590
a2294		w1602
a2294		w1603
a2294		w1604
a2294		w1608
a2299		w2036
a23		w1362
a23		w1437
a23		w2602
a230		w3554
a230		w3563
a2302		w159
a2308		w2451
a2320		w2256
a2327		w3028
a2336		w823
a2336		w90
a2339		w2063
a2339		w2167
a234		w3600
a2340		w53
a2355		w266
a2355		w36
a2359		w1360
a2361		w1387
a2361		w1392
a2361		w1400
a2361		w1412
a2361		w1415
a2361		w1419
a2361		w1421
a2361		w1425
a2361		w1426
a2361		w1440
a2361		w1443
a2361		w1459
a2361		w1467
a2361		w1480
a2361		w1485
a2361		w1487
a2361		w1488
a2361		w1493
a2361		w1497
a2361		w1501
a2361		w1510
a2361		w1511
a2361		w1514
a2361		w1519
a2361		w1524
a2361		w1536
a2361		w1540
a2361		w1541
a2361		w1543
a2361		w1544
a2361		w1545
a2361		w1547
a2361		w1548
a2361		w1549
a2361		w1550
a2361		w1553
a2361		w1554
a2361		w1555
a2361		w1557
a2361		w1560
a2361		w1561
a2361		w1562
a2361		w1563
a2361		w1564
a2361		w1567
a2361		w1568
a2361		w1569
a2361		w1570
a2361		w1572
a2361		w1573
a2361		w1575
a2361		w1576
a2361		w1579
a2361		w1580
a2361		w1581
a2361		w1582
a2361		w1583
a2361		w1588
a2361		w1589
a2361		w1590
a2361		w1601
a2361		w1602
a2361		w1603
a2361		w1604
a2361		w1607
a2361		w1608
a2361		w1611
a2361		w1612
a2361		w1618
a2361		w1623
a2367		w2676
a2368		w71
a2369		w1387
a2369		w1392
a2369		w1400
a2369		w1412
a2369		w1415
a2369		w1419
a2369		w1421
a2369		w1425
a2369		w1426
a2369		w1440
a2369		w1443
a2369		w1459
a2369		w1467
a2369		w1480
a2369		w1487
a2369		w1488
a2369		w1493
a2369		w1497
a2369		w1501
a2369		w1510
a2369		w1511
a2369		w1514
a2369		w1519
a2369		w1524
a2369		w1536
a2369		w1540
a2369		w1541
a2369		w1543
a2369		w1544
a2369		w1545
a2369		w1547
a2369		w1548
a2369		w1549
a2369		w1550
a2369		w1553
a2369		w1554
a2369		w1555
a2369		w1557
a2369		w1560
a2369		w1561
a2369		w1562
a2369		w1563
a2369		w1564
a2369		w1567
a2369		w1568
a2369		w1569
a2369		w1570
a2369		w1572
a2369		w1573
a2369		w1575
a2369		w1576
a2369		w1581
a2369		w1582
a2369		w1583
a2369		w1602
a2369		w1604
a2386		w2289
a2387		w2687
a2390		w2453
a2390		w4543
a2397		w2289
a2398		w1077
a2398		w1170
a2398		w1171
a2398		w1198
a2398		w1199
a2398		w1200
a2398		w1201
a2398		w1202
a2398		w1203
a2398		w1223
a2398		w1224
a2398		w1225
a2398		w1231
a2398		w1232
a2398		w1233
a2398		w1255
a2398		w1256
a2398		w1257
a2398		w1316
a2398		w1317
a2398		w1318
a2398		w826
a2398		w969
a2398		w998
a24		w2407
a240		w2038
a240		w2097
a240		w2191
a2400		w1100
a2400		w1752
a2400		w806
a2400		w960
a2406		w2141
a2406		w2481
a2406		w2634
a2412		w1304
a2412		w280
a2412		w36
a2418		w2687
a2426		w2951
a2426		w2952
a2426		w2984
a2426		w2985
a2426		w2986
a2426		w3021
a2426		w3022
a2426		w3029
a2426		w3044
a2426		w3045
a2426		w3046
a2426		w3055
a2426		w3056
a2426		w3071
a2426		w3072
a2426		w3073
a2426		w3077
a2426		w3078
a2426		w3095
a2426		w3105
a2426		w3106
a2426		w3116
a2426		w3117
a2426		w3121
a2426		w3122
a2426		w3134
a2426		w3176
a2426		w3177
a2426		w3178
a2426		w3179
a2426		w3181
a2426		w3239
a2426		w3286
a2426		w3287
a2426		w3289
a243		w224
a243		w600
a243		w64
a243		w72
a2431		w1769
a2431		w1771
a2433		w713
a2438		w1936
a2439		w3047
a2439		w3048
a2439		w3049
a2439		w3050
a2439		w3051
a2439		w3052
a2439		w3053
a2439		w3054
a2439		w3057
a2439		w3058
a2439		w3059
a2439		w3060
a2439		w3061
a2439		w3062
a2439		w3063
a2439		w3064
a2439		w3065
a2439		w3066
a2439		w3080
a2439		w3081
a2439		w3082
a2439		w3083
a2439		w3084
a2439		w3085
a2439		w3086
a2439		w3087
a2439		w3088
a2439		w3089
a2439		w3090
a2439		w3091
a2439		w3092
a2439		w3093
a2439		w3094
a2439		w3096
a2439		w3097
a2439		w3098
a2439		w3123
a2439		w3124
a2439		w3125
a2439		w3126
a2439		w3127
a2439		w3128
a2439		w3129
a2439		w3130
a2439		w3131
a2439		w3137
a2439		w3138
a2439		w3139
a2439		w3140
a2439		w3141
a2439		w3142
a2439		w3143
a2439		w3144
a2439		w3155
a2439		w3156
a2439		w3157
a2439		w3158
a2439		w3159
a2439		w3160
a2439		w3161
a2439		w3162
a2439		w3163
a2439		w3164
a2439		w3165
a2439		w3166
a2439		w3167
a2439		w3168
a2439		w3169
a2439		w3182
a2439		w3183
a2439		w3184
a2439		w3185
a2439		w3186
a2439		w3187
a2439		w3188
a2439		w3189
a2439		w3190
a2439		w3191
a2439		w3192
a2439		w3193
a2439		w3194
a2439		w3195
a2439		w3196
a2439		w3197
a2439		w3198
a2439		w3199
a2439		w3200
a2439		w3201
a2439		w3202
a2439		w3203
a2439		w3204
a2439		w3205
a2439		w3206
a2439		w3207
a2439		w3208
a2439		w3209
a2439		w3210
a2439		w3211
a2439		w3212
a2439		w3213
a2439		w3214
a2439		w3215
a2439		w3216
a2439		w3217
a2439		w3232
a2439		w3233
a2439		w3234
a2439		w3235
a2439		w3236
a2439		w3237
a2439		w3241
a2439		w3242
a2439		w3243
a2439		w3244
a2439		w3245
a2439		w3246
a2439		w3247
a2439		w3248
a2439		w3250
a2439		w3251
a2439		w3252
a2439		w3253
a2439		w3254
a2439		w3255
a2439		w3256
a2439		w3257
a2439		w3258
a2439		w3259
a2439		w3260
a2439		w3261
a2439		w3262
a2439		w3263
a2439		w3264
a2439		w3265
a2439		w3266
a2439		w3267
a2439		w3268
a2439		w3269
a2439		w3275
a2439		w3276
a2439		w3277
a2439		w3278
a2439		w3279
a2439		w3280
a2439		w3281
a2439		w3282
a2439		w3283
a2439		w3297
a2439		w3298
a2439		w3299
a2439		w3300
a2439		w3301
a2439		w3302
a2439		w3303
a2439		w3304
a2439		w3305
a2439		w3313
a2439		w3314
a2439		w3315
a2439		w3316
a2439		w3317
a2439		w3318
a2439		w3319
a2439		w3320
a2439		w3321
a2439		w3326
a2439		w3327
a2439		w3328
a2439		w3330
a2439		w3331
a2439		w3341
a2439		w3342
a2439		w3343
a2439		w3344
a2439		w3345
a2439		w3346
a2439		w3347
a2439		w3348
a2439		w3349
a2439		w3350
a2439		w3351
a2439		w3352
a2439		w3353
a2439		w3354
a2439		w3355
a2439		w3367
a2439		w3368
a2439		w3369
a2439		w3370
a2439		w3371
a2439		w3372
a2439		w3373
a2439		w3374
a2439		w3375
a2439		w3376
a2439		w3377
a2439		w3378
a2439		w3379
a2439		w3380
a2439		w3381
a2439		w3382
a2439		w3383
a2439		w3384
a2439		w3385
a2439		w3386
a2439		w3387
a2439		w3388
a2439		w3389
a2439		w3390
a2439		w3394
a2439		w3395
a2439		w3396
a2439		w3400
a2439		w3401
a2439		w3402
a2439		w3403
a2439		w3404
a2439		w3405
a2439		w3406
a2439		w3407
a2439		w3409
a2439		w3410
a2439		w3411
a2439		w3413
a2439		w3414
a2439		w3415
a2439		w3416
a2439		w3417
a2439		w3421
a2439		w3422
a2439		w3439
a2439		w3440
a2439		w3441
a2439		w3443
a2439		w3444
a2439		w3445
a2439		w3447
a2439		w3448
a2439		w3449
a2439		w3450
a2439		w3451
a2439		w3452
a2439		w3453
a2439		w3454
a2439		w3455
a2439		w3458
a2439		w3460
a2439		w3461
a2439		w3462
a2439		w3463
a2439		w3464
a2439		w3465
a2439		w3466
a2439		w3467
a2439		w3468
a2439		w3471
a2439		w3472
a2439		w3473
a2439		w3474
a2439		w3475
a2439		w3476
a2439		w3477
a2439		w3478
a2439		w3479
a244		w2497
a2442		w2345
a2442		w2498
a2446		w2362
a2446		w2550
a2456		w857
a2462		w232
a2462		w761
a2471		w1769
a2471		w1771
a2474		w586
a2475		w806
a2475		w945
a2475		w960
a2481		w605
a2484		w2453
a2484		w4543
a2490		w108
a2490		w110
a2490		w147
a2490		w150
a2490		w234
a2490		w314
a2490		w317
a2490		w332
a2490		w340
a2490		w342
a2490		w344
a2490		w362
a2490		w365
a2490		w373
a2490		w396
a2490		w398
a2490		w417
a2490		w435
a2490		w451
a2490		w469
a2495		w702
a2499		w3821
a2499		w4181
a25		w224
a25		w635
a25		w72
a2503		w2039
a2503		w2041
a2504		w2137
a2504		w2237
a2504		w2252
a2504		w2469
a2504		w2472
a2512		w942
a2519		w4539
a2519		w4551
a2521		w1429
a2521		w1509
a2521		w1558
a2521		w1559
a2521		w1578
a2521		w1610
a2521		w1614
a2521		w1630
a253		w213
a2543		w830
a255		w41
a2555		w1082
a2555		w2046
a2558		w4309
a2561		w1420
a257		w1068
a257		w4572
a257		w622
a257		w699
a257		w708
a257		w738
a257		w768
a257		w779
a257		w785
a257		w977
a2595		w4283
a26		w3926
a260		w958
a2605		w2289
a2607		w2721
a2607		w2744
a2617		w1915
a263		w3613
a2631		w3075
a2631		w3359
a2638		w941
a2643		w740
a2654		w823
a2657		w1429
a2657		w1558
a2657		w1559
a2657		w1578
a2657		w1610
a2657		w1614
a2657		w1630
a2659		w860
a2663		w2500
a2663		w596
a268		w1694
a2681		w1037
a2681		w1188
a2681		w1195
a2681		w4273
a2681		w4290
a2681		w715
a2681		w748
a2681		w753
a2681		w962
a2690		w2687
a2695		w1272
a2695		w1330
a2696		w2390
a2696		w32
a2696		w993
a2699		w2687
a2710		w2137
a2710		w2237
a2710		w2252
a2710		w2341
a2710		w2469
a2710		w2472
a2717		w1427
a2717		w1456
a2724		w1429
a2724		w1509
a2724		w1558
a2724		w1559
a2724		w1578
a2724		w1610
a2724		w1614
a2724		w1630
a2741		w2599
a2747		w1429
a2747		w1509
a2747		w1558
a2747		w1559
a2747		w1578
a2747		w1610
a2747		w1614
a2747		w1630
a2750		w2322
a2754		w1368
a2760		w1078
a2760		w466
a2760		w923
a2760		w928
a2763		w2687
a2773		w4444
a2780		w1429
a2780		w1509
a2780		w1558
a2780		w1559
a2780		w1578
a2780		w1610
a2780		w1614
a2780		w1630
a2788		w1159
a279		w1566
a279		w698
a279		w734
a2790		w3812
a2790		w4142
a2790		w4152
a2790		w4166
a2793		w2486
a2794		w3048
a2794		w3058
a2794		w3093
a2794		w3098
a2794		w3123
a2794		w3124
a2794		w3126
a2794		w3127
a2794		w3128
a2794		w3129
a2794		w3130
a2794		w3131
a2794		w3137
a2794		w3155
a2794		w3156
a2794		w3157
a2794		w3158
a2794		w3159
a2794		w3160
a2794		w3161
a2794		w3162
a2794		w3163
a2794		w3164
a2794		w3165
a2794		w3166
a2794		w3168
a2794		w3169
a2794		w3183
a2794		w3184
a2794		w3189
a2794		w3190
a2794		w3194
a2794		w3196
a2794		w3201
a2794		w3203
a2794		w3205
a2794		w3206
a2794		w3209
a2794		w3211
a2794		w3217
a2794		w3232
a2794		w3233
a2794		w3234
a2794		w3235
a2794		w3236
a2794		w3237
a2794		w3241
a2794		w3242
a2794		w3243
a2794		w3244
a2794		w3245
a2794		w3246
a2794		w3247
a2794		w3248
a2794		w3249
a2794		w3250
a2794		w3251
a2794		w3252
a2794		w3253
a2794		w3254
a2794		w3255
a2794		w3256
a2794		w3260
a2794		w3261
a2794		w3267
a2794		w3280
a2794		w3313
a2794		w3316
a2794		w3317
a2794		w3318
a2794		w3319
a2794		w3321
a2794		w3326
a2794		w3327
a2794		w3328
a2794		w3329
a2794		w3330
a2794		w3331
a2794		w3341
a2794		w3342
a2794		w3343
a2794		w3344
a2794		w3345
a2794		w3346
a2794		w3349
a2794		w3350
a2794		w3352
a2794		w3353
a2794		w3355
a2794		w3367
a2794		w3368
a2794		w3369
a2794		w3370
a2794		w3371
a2794		w3372
a2794		w3374
a2794		w3376
a2794		w3377
a2794		w3382
a2794		w3385
a2794		w3386
a2794		w3387
a2794		w3388
a2794		w3394
a2794		w3395
a2794		w3396
a2794		w3399
a2794		w3400
a2794		w3401
a2794		w3402
a2794		w3403
a2794		w3404
a2794		w3405
a2794		w3406
a2794		w3407
a2794		w3409
a2794		w3413
a2794		w3415
a2794		w3417
a2794		w3420
a2794		w3421
a2794		w3422
a2794		w3439
a2794		w3440
a2794		w3441
a2794		w3443
a2794		w3444
a2794		w3445
a2794		w3449
a2794		w3452
a2794		w3454
a2794		w3455
a2794		w3458
a2794		w3459
a2794		w3460
a2794		w3461
a2794		w3463
a2794		w3465
a2794		w3467
a2794		w3474
a2794		w3477
a2794		w3478
a2794		w3479
a28		w2192
a2813		w195
a2835		w1915
a2835		w1924
a2842		w687
a2845		w2289
a285		w2265
a285		w2472
a2851		w1833
a2865		w1374
a2865		w2180
a2865		w2211
a2872		w1304
a2872		w1348
a2872		w51
a2872		w68
a2884		w2109
a2884		w2549
a2884		w789
a2889		w2306
a2895		w1420
a2896		w1431
a290		w653
a290		w711
a2906		w2168
a2906		w2674
a2906		w763
a2918		w2718
a2918		w2735
a2918		w2765
a2918		w3017
a2926		w2306
a2931		w238
a2931		w3501
a2931		w3502
a2940		w2687
a2942		w1362
a2942		w1437
a2942		w2602
a2945		w195
a2951		w3956
a2952		w2007
a2953		w734
a2953		w735
a2954		w2411
a2960		w2636
