#a_id,w_id,product title,amazon_price,walmart_price,average battery life,brand,display resolution,hard disk size,laptop computer type,operating system,processor (cpu) manufacturer,processor count,processor speed,ram size,screen size
a1138,w3158,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3159,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3160,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3161,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3162,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3163,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3164,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3165,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3166,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3167,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3168,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3169,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1899.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3184,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3187,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3188,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3189,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3190,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3195,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3199,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3201,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3203,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3205,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3206,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3208,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3209,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3211,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3215,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3217,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1929.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3232,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1949.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3233,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1949.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3234,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1949.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3235,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1949.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3236,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1949.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3237,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1949.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3242,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1979.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3244,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1979.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3245,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1979.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3246,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1979.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3247,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$1979.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3248,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3249,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3250,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3251,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3252,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3253,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3255,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3256,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3260,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3261,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3265,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3266,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3267,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2049.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3280,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2079.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3313,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2129.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3316,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2129.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3317,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2129.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3318,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2129.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3319,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2129.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3320,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2129.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3321,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2129.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3326,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2149.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3327,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2149.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3328,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2149.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3329,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2149.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3330,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2149.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3331,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2149.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3341,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3342,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3343,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3344,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3345,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3346,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3349,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3350,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3352,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3353,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3355,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2199.24,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3367,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2249.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3368,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2249.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
a1138,w3369,Lenovo ThinkPad T470s Windows 10 Pro Laptop - Intel Core i7-7600U 20GB RAM 256GB PCIe NVMe SSD 14 IPS WQHD (2560x1440) Matte Display Fingerprint Reader Smart Card Reader Black Color,$1949.16,$2249.21,,Lenovo,2560x1440,256 GB,,Windows 10,Intel,2,3.9 GHz,20 GB,14in
