#a_id,w_id,product title,amazon_price,walmart_price,average battery life,brand,display resolution,hard disk size,laptop computer type,operating system,processor (cpu) manufacturer,processor count,processor speed,ram size,screen size
a2119,w48,Acer Switch Alpha 12 SA5-271P-5972 i5-6200U 12-in 8GB 256GB Notebook (NT.LCEAA.004;SA5-271P-5972),$707.98,$684.61,8 hours,Acer,2160 x 1440 pixels,256,,Windows 10,Intel,1,2.3 GHz,8 GB,12in
a2119,w70,Acer Switch Alpha 12 SA5-271P-5972 i5-6200U 12-in 8GB 256GB Notebook (NT.LCEAA.004;SA5-271P-5972),$707.98,$722.55,8 hours,Acer,2160 x 1440 pixels,256,,Windows 10,Intel,1,2.3 GHz,8 GB,12in
a2119,w81,Acer Switch Alpha 12 SA5-271P-5972 i5-6200U 12-in 8GB 256GB Notebook (NT.LCEAA.004;SA5-271P-5972),$707.98,N/A,8 hours,Acer,2160 x 1440 pixels,256,,Windows 10,Intel,1,2.3 GHz,8 GB,12in
a212,w3541,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$643.99,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w3555,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$780.59,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w3585,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$499.99,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w3626,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$614.99,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w3669,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$552.21,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w3673,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$552.21,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w3806,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$614.99,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w3862,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$599.00,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w3867,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$614.99,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w3968,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$499.99,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w4090,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$566.00,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w4107,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$599.95,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w4112,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$609.97,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a212,w4124,Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5 128 GB SSD Integrated Intel HD Graphics 6000 Mac OS),$824.49,$659.99,5 hours,Apple,1366x768 pixels,128,Macbook,Mac OS X,Intel,1,1.6 GHz,4 GB,11.6in
a2124,w823,Lenovo Flex 5  15.6-Inch 2-in-1 Laptop  (Intel Core i7 8 GB RAM 1TB HDD Windows 10) 80XB0004US,$775.67,$599.00,4.00 h,Lenovo,1920x1080 pixels,256.0,,Windows 10,Intel,2,2.7 GHz,8 GB,15.6in
a2129,w1429,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$1516.45,,HP,,,,Windows 7,Intel,4,,16 GB,15.6in
a2129,w1448,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$10.97,,HP,,,Touchscreen,Windows 7,Intel,4,,16 GB,15.6in
a2129,w1455,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$10.97,,HP,,,Touchscreen,Windows 7,Intel,4,,16 GB,15.6in
a2129,w1509,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$1290.45,,HP,,,,Windows 7,Intel,4,,16 GB,15.6in
a2129,w1558,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$1199.00,,HP,,2000,,Windows 7,Intel,4,,16 GB,15.6in
a2129,w1559,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$1227.45,,HP,,128,,Windows 7,Intel,4,,16 GB,15.6in
a2129,w1578,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$1437.45,,HP,,2000,,Windows 7,Intel,4,,16 GB,15.6in
a2129,w1610,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$1605.45,,HP,,1000,,Windows 7,Intel,4,,16 GB,15.6in
a2129,w1614,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$1663.45,,HP,,2000,,Windows 7,Intel,4,,16 GB,15.6in
a2129,w1630,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$1831.45,,HP,,1000,,Windows 7,Intel,4,,16 GB,15.6in
a2129,w794,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$5.97,,HP,,512,Touchscreen,Windows 7,Intel,4,,16 GB,15.6in
a2129,w979,HP Omen Pro 2016 Flagship Workstation 15.6 Full HD Touchscreen Laptop Intel Core i7-4870HQ (6M Cache up to 3.7GHz) NVIDIA Quadro 16GB RAM 512GB PCIe SSD Windows 7 Professional,$1199.00,$5.97,,HP,,,Touchscreen,Windows 7,Intel,4,,16 GB,15.6in
a2136,w244,Panasonic Toughbook CF-C2CCAZFCM (12.5 Touchscreen Intel Core i5-4300U vPro 1.9GHz 4GB RAM 500GB 7200rpm Hard Drive Bluetooth 4.0 Windows 7 Pro 64),$2388.68,$659.94,14 hours,Panasonic,1366 x 768 pixels,500 GB,PC,Windows 7,Intel,2,1.9 GHz,4 GB,12.5in
a2139,w243,HP Elitebook 820 G4 12.5 Notebook Windows Intel Core i7 2.7 GHz 16 GB RAM 256 GB SSD  Silver (1FX41UT#ABA),$1582.38,$540.94,14.75 hours,HP,1920 x 1080 pixels,256.0,PC,Windows 10,Intel,2,2.7 GHz,0.1 GB,0.1in
a2139,w806,HP Elitebook 820 G4 12.5 Notebook Windows Intel Core i7 2.7 GHz 16 GB RAM 256 GB SSD  Silver (1FX41UT#ABA),$1582.38,$1580.93,14.75 hours,HP,1920 x 1080 pixels,256.0,PC,Windows 10,Intel,2,2.7 GHz,0.1 GB,0.1in
a2142,w1068,Dell XPS9350-2008SLV 13.3 Inch Laptop (Intel Core i5 8 GB RAM 128 GB SSD Silver) Microsoft Signature Image,$884.11,$1245.98,15 Hour,Dell,1920X1080 pixels,128,,Windows 10,Intel,2,2.8 GHz,8 GB,13.3in
a2142,w699,Dell XPS9350-2008SLV 13.3 Inch Laptop (Intel Core i5 8 GB RAM 128 GB SSD Silver) Microsoft Signature Image,$884.11,$1397.11,,Dell,1920X1080 pixels,128,Touchscreen,Windows 10,Intel,2,2.8 GHz,8 GB,13.3in
a2142,w708,Dell XPS9350-2008SLV 13.3 Inch Laptop (Intel Core i5 8 GB RAM 128 GB SSD Silver) Microsoft Signature Image,$884.11,$1022.49,18,Dell,1920X1080 pixels,128,,Windows 10,Intel,2,2.8 GHz,8 GB,13.3in
a2142,w738,Dell XPS9350-2008SLV 13.3 Inch Laptop (Intel Core i5 8 GB RAM 128 GB SSD Silver) Microsoft Signature Image,$884.11,$1549.11,0 h,Dell,1920X1080 pixels,128,,Windows 10,Intel,2,2.8 GHz,8 GB,13.3in
a2142,w768,Dell XPS9350-2008SLV 13.3 Inch Laptop (Intel Core i5 8 GB RAM 128 GB SSD Silver) Microsoft Signature Image,$884.11,$1523.11,,Dell,1920X1080 pixels,128,PC,Windows 10,Intel,2,2.8 GHz,8 GB,13.3in
a2142,w779,Dell XPS9350-2008SLV 13.3 Inch Laptop (Intel Core i5 8 GB RAM 128 GB SSD Silver) Microsoft Signature Image,$884.11,$569.00,,Dell,1920X1080 pixels,128,,Windows 10,Intel,2,2.8 GHz,8 GB,13.3in
a2142,w785,Dell XPS9350-2008SLV 13.3 Inch Laptop (Intel Core i5 8 GB RAM 128 GB SSD Silver) Microsoft Signature Image,$884.11,$869.00,,Dell,1920X1080 pixels,128,PC,Windows 10,Intel,2,2.8 GHz,8 GB,13.3in
a2142,w977,Dell XPS9350-2008SLV 13.3 Inch Laptop (Intel Core i5 8 GB RAM 128 GB SSD Silver) Microsoft Signature Image,$884.11,$1489.99,,Dell,1920X1080 pixels,128,Touchscreen,Windows 10,Intel,2,2.8 GHz,8 GB,13.3in
a2145,w2265,Dell 4C99R Latitude 5480 Laptop 14 HD Intel Core i5-7300U 8GB DDR4 256GB Solid State Drive Windows 10 Pro,$888.95,$724.67,18.00 h,Dell,1366x768 pixels,256,PC,Windows 10,Intel,2,2.6 GHz,8 GB,14in
a2146,w2747,Dell 7DTN9 Latitude E7480 14 Laptop with Intel Core i5-7300U 8GB RAM 128GB SSD Black,$1149.11,$1189.59,0 h,Dell,1366x768 pixels,128,PC,Windows 10,Intel,1,2.6 GHz,8 GB,14in
a2154,w2599,Lenovo ThinkPad P50 Mobile Workstation Laptop - Windows 10 Pro - Intel i7-6700HQ 8GB RAM 256GB SSD 15.6 FHD IPS (1920x1080) Display NVIDIA Quadro M1000M Fingerprint Reader AC Wi-Fi,$1389.00,$289.00,,Lenovo,1920x1080,256 GB,,Windows 10,Intel,4,3.5 GHz,8 GB,15.6in
a2154,w2687,Lenovo ThinkPad P50 Mobile Workstation Laptop - Windows 10 Pro - Intel i7-6700HQ 8GB RAM 256GB SSD 15.6 FHD IPS (1920x1080) Display NVIDIA Quadro M1000M Fingerprint Reader AC Wi-Fi,$1389.00,$2099.14,,Lenovo,1920x1080,256 GB,,Windows 10,Intel,4,3.5 GHz,8 GB,15.6in
a2162,w841,Dell 6TDJT XPS 13 Laptop 13.3 QHD with Touch Intel Core i7-7500U 8GB LPDDR3 256GB Solid State Drive Windows 10 Pro,$1497.11,$1499.11,,Dell,3200x1800 pixels,256.0,PC,Windows 10,Intel,2,2.7 GHz,8 GB,13.3in
a2165,w2509,HP X9T85UT#ABA SMART BUY ZBOOK 15 WKSTN,$1984.65,$2457.91,15.75 hours,HP,3840 x 2160 pixels,512,PC,Windows 10,Intel,4,2.6 GHz,16 GB,15.6in
a2165,w2529,HP X9T85UT#ABA SMART BUY ZBOOK 15 WKSTN,$1984.65,$2084.94,15.75 hours,HP,3840 x 2160 pixels,512,PC,Windows 10,Intel,4,2.6 GHz,16 GB,15.6in
a2170,w4044,MWHMC516LL - APPLE MC516LL A C2D 2.4 4GB 250GB 10.11 Refurbished 13.3 MacBook(R),$376.81,$169.89,10 h,Apple,,250 GB,,Mac OS X,Intel,2,2.4 GHz,4 GB,13.3in
a2178,w224,Dell Inspiron 15 2-in-1 7000 7573 - 15.6 FHD Touch - 8gen i7-8550U - 12GB - 2TB HDD,$1095.00,$569.00,,Dell,,2000 GB,,Windows 10,Intel,4,,12 GB,15.6in
a218,w2888,Lenovo Thinkpad Business-Ready Laptop T560 20FH001QUS (15.6 i5-6200U 2.3GHz 4GB RAM 500GB 7200rpm Backlit Keyboard Webcam Fingerprint Reader Windows 7 Pro Downgradeable Windows 10 Pro),$694.95,$849.99,13.2 hours,Lenovo,1366 x 768,500 GB,PC,Windows 7,Intel,2,2.3 GHz,4 GB,15.6in
a218,w2950,Lenovo Thinkpad Business-Ready Laptop T560 20FH001QUS (15.6 i5-6200U 2.3GHz 4GB RAM 500GB 7200rpm Backlit Keyboard Webcam Fingerprint Reader Windows 7 Pro Downgradeable Windows 10 Pro),$694.95,$1352.99,13.2 hours,Lenovo,1366 x 768,500 GB,PC,Windows 7,Intel,2,2.3 GHz,4 GB,15.6in
a2188,w2469,Dell RYJV0 Latitude E5270 12.5 HD Laptop (Intel Core i5-6200U 4GB DDR4 500GB Hard Drive Windows 10 Pro),$883.57,$559.99,13.50 h,Dell,1366X768 pixels,500 GB,,Windows 10,Intel,2,2.3 GHz,4 GB,12.5in
a2195,w2453,Lenovo ThinkPad E570 15.6-Inch FHD Laptop (Intel Core i7-6500U 8GB DDR4 500GB HDD Windows 10 Pro) 20H5009MUS,$865.34,$777.95,,Lenovo,1920x1080 pixels,500 GB,PC,Windows 7,Intel,1,2.5 GHz,8 GB,15in
a2195,w4543,Lenovo ThinkPad E570 15.6-Inch FHD Laptop (Intel Core i7-6500U 8GB DDR4 500GB HDD Windows 10 Pro) 20H5009MUS,$865.34,$688.49,,Lenovo,1920x1080 pixels,500 GB,PC,Windows 7,Intel,1,2.5 GHz,8 GB,15in
a2196,w1388,Lenovo Ideapad Y700 17.3 Full HD Gaming Notebook Computer Intel Core i5-6300HQ 2.3GHz 8GB RAM 1TB HDD + 128GB SSD NVIDIA GeForce GTX 960M GDDR5 4GB Windows 10,$799.00,$939.00,,Lenovo,,0 GB,,Unknown,Intel,1,0 MHz,0 GB,17.3in
a22,w1361,Dell i7577-5241BLK-PUS Inspiron LED Display Gaming Laptop - 7th Gen Intel Core i5 GTX 1060 6GB Graphics 8GB Memory 128GB SSD + 1TB HDD 15.6 Matte Black,$915.00,$949.34,,Dell,1920 x 1080 pixels,128.0,PC,Windows 10,Intel,4,3.5 GHz,8 GB,15.6in
a22,w1366,Dell i7577-5241BLK-PUS Inspiron LED Display Gaming Laptop - 7th Gen Intel Core i5 GTX 1060 6GB Graphics 8GB Memory 128GB SSD + 1TB HDD 15.6 Matte Black,$915.00,$769.70,,Dell,1920 x 1080 pixels,128.0,PC,Windows 10,Intel,4,3.5 GHz,8 GB,15.6in
a22,w1370,Dell i7577-5241BLK-PUS Inspiron LED Display Gaming Laptop - 7th Gen Intel Core i5 GTX 1060 6GB Graphics 8GB Memory 128GB SSD + 1TB HDD 15.6 Matte Black,$915.00,$809.99,,Dell,1920 x 1080 pixels,128.0,PC,Windows 10,Intel,4,3.5 GHz,8 GB,15.6in
a22,w2310,Dell i7577-5241BLK-PUS Inspiron LED Display Gaming Laptop - 7th Gen Intel Core i5 GTX 1060 6GB Graphics 8GB Memory 128GB SSD + 1TB HDD 15.6 Matte Black,$915.00,$939.99,,Dell,1920 x 1080 pixels,128.0,PC,Windows 10,Intel,4,3.5 GHz,8 GB,15.6in
a2200,w330,Lenovo ThinkPad L440 20AS002FUS 14-Inch Laptop (Black),$1303.69,$569.00,7.5 hours,Lenovo,1366 x 768 pixels,500 GB,PC,Windows 8,Intel,2,2.5 GHz,4 GB,14in
a2200,w84,Lenovo ThinkPad L440 20AS002FUS 14-Inch Laptop (Black),$1303.69,$1486.00,7.5 hours,Lenovo,1366 x 768 pixels,500 GB,PC,Windows 8,Intel,2,2.5 GHz,4 GB,14in
a2212,w2956,ASUS VivoBook M580VD-EB76 Select Edition (i7-7700HQ 16GB RAM 512GB NVMe SSD + 1TB HDD NVIDIA GTX 1050 4GB 15.6 Full HD Windows 10) Laptop,$1299.00,$1377.83,,Asus,,1 TB,PC,Windows 10,Intel,4,2.8 GHz,16 GB,15.6in
a2213,w2599,Lenovo ThinkPad P71 Mobile Workstation Laptop - Windows 10 Pro - Intel Quad-Core i7-7700HQ 64GB RAM 4TB SSD 17.3 FHD IPS 1920x1080 Display NVIDIA Quadro P3000 6GB GPU DVD±RW SmartCard Reader,$4299.18,$289.00,,Lenovo,1920x1080,4 TB,,Windows 10,Intel,4,3.8 GHz,64 GB,17.3in
a2216,w1387,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1392,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$949.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1400,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1412,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$949.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1415,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1419,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1421,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1425,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1426,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1440,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1443,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1459,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1467,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$949.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1480,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$849.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1487,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$899.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1488,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$1249.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1493,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$999.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1497,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$1099.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1501,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$1399.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1510,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$1249.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1511,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$949.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1514,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$999.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1519,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$949.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1524,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$1299.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
a2216,w1536,PROSTAR Clevo Gaming Laptop N855HJ 15.6 FHD (1920x1080) LED Matte Type Display Intel Core i7-7700HQ 8GB DDR4 GTX 1050 120GB SSD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$799.00,$999.00,,Prostar,,120 GB,PC,Windows 10,Intel,4,2.8 GHz,8 GB,15.6in
