id,product title,brand,model,operating system,combo
a603,gigabyte sabrepro 15w-kb3 15.6 inch notebook fhd 7th gen intel kabylake i7-7700hq nvidia geforce gtx 1060 gddr5 6gb vram ddr4 2400 16g ram m.2 sata 256gb ssd 1tb 7200rpm hdd windows 10 gaming laptop,gigabyte,sabrepro 15w-kb3,windows 10 home,gigabyte sabrepro 15w-kb3 15.6 inch notebook fhd 7th gen intel kabylake i7-7700hq nvidia geforce gtx 1060 gddr5 6gb vram ddr4 2400 16g ram m.2 sata 256gb ssd 1tb 7200rpm hdd windows 10 gaming laptop gigabyte sabrepro home
a604,2018 hp 11 g5 chromebook 11.6 inch laptop intel dual core celeron n3050 processor 4gb ddr3l ram 16gb emmc intel dual band wireless-ac bluetooth usb 3.0 chrome os,hp,hp 11.6 chromebook,chrome os,2018 hp 11 g5 chromebook 11.6 inch laptop intel dual core celeron n3050 processor 4gb ddr3l ram 16gb emmc intel dual band wireless-ac bluetooth usb 3.0 chrome os 
a605,hp pavilion power 15-inch laptop intel core i5-7300hq nvidia geforce gtx 1050 12gb ram 1tb hard drive windows 10 (15-cb010nr black),hp,15-cb010nr,windows 10,hp pavilion power 15-inch laptop intel core i5-7300hq nvidia geforce gtx 1050 12gb ram 1tb hard drive windows 10 (15-cb010nr black) 
a606,hp hp 745-g3 elitebook 14 notebook full-hd display amd a8-8600b quad-core 128gb solid state drive 8gb ddr3 backlit keyboard bluetooth 802.11n win10pro (certified refurbished),hp,hp 745-g3,windows 10 pro,hp hp 745-g3 elitebook 14 notebook full-hd display amd a8-8600b quad-core 128gb solid state drive 8gb ddr3 backlit keyboard bluetooth 802.11n win10pro (certified refurbished) windows
a607,2018 hp 15.6 inch flagship notebook laptop computer (intel core i7-7500u 2.7 ghz up to 3.5 ghz 8gb ddr4 ram 256gb ssd intel hd graphics 620 hd webcam windows 10),hp,hp,windows 10,2018 hp 15.6 inch flagship notebook laptop computer (intel core i7-7500u 2.7 ghz up to 3.5 ghz 8gb ddr4 ram 256gb ssd intel hd graphics 620 hd webcam windows 10) hp
a608,2017 flagship dell inspiron 7000 15.6 fhd gaming laptop - intel quad-core i7-6700hq 2.6ghz 16gb ram 1tb hdd+8gb ssd nvidia geforce gtx 960m 4gb backlit keyboard maxxaudio hdmi wlan win 10,dell,t8tjg,windows 10 home 64-bit,2017 flagship dell inspiron 7000 15.6 fhd gaming laptop - intel quad-core i7-6700hq 2.6ghz 16gb ram 1tb hdd+8gb ssd nvidia geforce gtx 960m 4gb backlit keyboard maxxaudio hdmi wlan win 10 t8tjg windows home 64-bit
a609,(latest 2017) apple macbook air 13-inch laptop i5 1.8ghz - 2.9ghz / 8gb ddr3 ram / 512gb ssd / hd graphics 6000 / high sierra / magic-mouse,apple,macbook air 13.3 - a1466,mac os x 10.13 high sierra,(latest 2017) apple macbook air 13-inch laptop i5 1.8ghz - 2.9ghz / 8gb ddr3 ram / 512gb ssd / hd graphics 6000 / high sierra / magic-mouse macbook 13.3 a1466 os x 10.13
a610,asus vivobook x541ua 15” hd laptop intel core i5 processor 2.5 ghz 8gb ddr4 ram 1tb hdd windows 10 dual-layer dvd drive,asus,x541ua-dh51,windows 10,asus vivobook x541ua 15” hd laptop intel core i5 processor 2.5 ghz 8gb ddr4 ram 1tb hdd windows 10 dual-layer dvd drive asus x541ua-dh51
a611,apple macbook pro mll42ll/a 13.3-inch laptop 2.0ghz dual-core intel core i5 256gb retina display space gray (discontinued by manufacturer),apple,mll42ll/a,mac os sierra,apple macbook pro mll42ll/a 13.3-inch laptop 2.0ghz dual-core intel core i5 256gb retina display space gray (discontinued by manufacturer) os sierra
a612,2017 hp probook 470 g4 17.3 business notebook - 17.3” hd+ (1600x900) | intel core i7-7500u | 16gb ddr4 | 1tb hdd | nvidia geforce 930mx - windows 10 professional,hp,probook 470,windows 10 windows 10 professional,2017 hp probook 470 g4 17.3 business notebook - 17.3” hd+ (1600x900) | intel core i7-7500u | 16gb ddr4 | 1tb hdd | nvidia geforce 930mx - windows 10 professional 
a613,panasonic cf-54d2900km panasonic toughbook win 7 intel core i5-6300u 2.4 ghz vpro 14 hd lite 500gb 4gb intel wi-fi a/b/g/n/ac tpm bt lightweight battery toughbook preferred,panasonic,cf-54d2900km,windows 7 professional,panasonic cf-54d2900km panasonic toughbook win 7 intel core i5-6300u 2.4 ghz vpro 14 hd lite 500gb 4gb intel wi-fi a/b/g/n/ac tpm bt lightweight battery toughbook preferred windows professional
a614,tw dell latitude 5580 intel core i7-7820hq 16gb ddr4 256gb opal ssd 15.6 windows 10 pro laptop,tech wizards,5580,windows 10,tw dell latitude 5580 intel core i7-7820hq 16gb ddr4 256gb opal ssd 15.6 windows 10 pro laptop tech wizards
a615,rugged 2-in-1 tablet / laptop - flex10a windows 10 professional with keyboard,mobiledemand lc,t8tjg,windows 10 professional,rugged 2-in-1 tablet / laptop - flex10a windows 10 professional with keyboard mobiledemand lc t8tjg
a616,acer aspire vx 15 gaming laptop 7th gen intel core i7 nvidia geforce gtx 1050 ti 15.6 full hd 16gb ddr4 256gb ssd vx5-591g-75rm,acer,vx5-591g-75rm,windows 10,acer aspire vx 15 gaming laptop 7th gen intel core i7 nvidia geforce gtx 1050 ti 15.6 full hd 16gb ddr4 256gb ssd vx5-591g-75rm windows
a617,cuk msi gf62vr gamer vr ready notebook pc (intel i7-7700hq 16gb ddr4 128gb ssd + 1tb hdd nvidia gtx 1060 6gb 15.6 full hd windows 10) - 2017 virtual reality gaming laptop computer,computer upgrade king,gf62vr,windows 10 home,cuk msi gf62vr gamer vr ready notebook pc (intel i7-7700hq 16gb ddr4 128gb ssd + 1tb hdd nvidia gtx 1060 6gb 15.6 full hd windows 10) - 2017 virtual reality gaming laptop computer upgrade king home
a618,acer 14 fhd ips display chromebook (2018 newest) intel quad celeron n3160 processor 1.6ghz 4gb ram 32gb ssd wifi bluetooth webcam hdmi chrome os,acer-14-fhd-chromebook,acer-14-fhd-chromebook,chrome os,acer 14 fhd ips display chromebook (2018 newest) intel quad celeron n3160 processor 1.6ghz 4gb ram 32gb ssd wifi bluetooth webcam hdmi chrome os acer-14-fhd-chromebook acer-14-fhd-chromebook
a619,2017 hp high performance laptop pc 15.6 hd+ display 8th gen intel i5-8250 quad-core processor 12gb ddr4 ram 2tb hdd dvd-rw hdmi webcam 802.11ac bluetooth windows 10-purple,hp,t8tjg,windows 10,2017 hp high performance laptop pc 15.6 hd+ display 8th gen intel i5-8250 quad-core processor 12gb ddr4 ram 2tb hdd dvd-rw hdmi webcam 802.11ac bluetooth windows 10-purple t8tjg
a620,lenovo thinkpad p51 15.6 business laptop: intel 7th gen i7-7700hq | 16gb ram | 500gb m.2 ssd + 2tb hdd | fingerprint reader | windows 10 professional,,20hh-p8,windows 10 professional,lenovo thinkpad p51 15.6 business laptop: intel 7th gen i7-7700hq | 16gb ram | 500gb m.2 ssd + 2tb hdd | fingerprint reader | windows 10 professional 20hh-p8
a621,asus vivobook flip 14 tp401ca-dhm6t 14” thin and lightweight 2-in-1 hd touchscreen laptop intel core m3-7y30 2.6ghz processor 4gb lpddr3 ram 128gb emmc storage windows 10 home,asus,tp401ca-dhm6t,windows 10,asus vivobook flip 14 tp401ca-dhm6t 14” thin and lightweight 2-in-1 hd touchscreen laptop intel core m3-7y30 2.6ghz processor 4gb lpddr3 ram 128gb emmc storage windows 10 home asus
a622,hp 14 laptop pc intel n3060 dual core 1.6 ghz turbo up to 2.48ghz 4gb ram 32gb emmc free 1-yr office 365 dts studio 802.11bgn wifi hdmi/vga hd webcam usb 3.0 10/100 ethernet windows 10,hp,hp14,windows 10 home,hp 14 laptop pc intel n3060 dual core 1.6 ghz turbo up to 2.48ghz 4gb ram 32gb emmc free 1-yr office 365 dts studio 802.11bgn wifi hdmi/vga hd webcam usb 3.0 10/100 ethernet windows 10 hp14 home
a623,lenovo 20l50010us thinkpad t480 20l5 - core i7 8650u / 1.9 ghz - win 10 pro 64-bit - 16 gb ram - 512 gb ssd tcg opal encryption,,20l50010us,unknown,lenovo 20l50010us thinkpad t480 20l5 - core i7 8650u / 1.9 ghz - win 10 pro 64-bit - 16 gb ram - 512 gb ssd tcg opal encryption unknown
a624,2017 lenovo flex 4 2 in 1 convertible 14 fhd ips touchscreen (1920 x 1080) laptop pc intel i5-6200u up to 2.8ghz 8gb ddr4 sdram 1tb hdd bluetooth 4.1 wifi webcam hdmi windows 10,lenovo,lenovo flex 4 14 inch,windows 10,2017 lenovo flex 4 2 in 1 convertible 14 fhd ips touchscreen (1920 x 1080) laptop pc intel i5-6200u up to 2.8ghz 8gb ddr4 sdram 1tb hdd bluetooth 4.1 wifi webcam hdmi windows 10 lenovo flex inch
a625,2017 premium lenovo 15.6 inch hd high performance laptop (quad-core amd a6-7310 2ghz 8gb ram 128gb ssd amd radeon r4 grapgics wifi dvdrw hdmi webcam windows 10- black),lenovo,lenovo 110,windows 10 home,2017 premium lenovo 15.6 inch hd high performance laptop (quad-core amd a6-7310 2ghz 8gb ram 128gb ssd amd radeon r4 grapgics wifi dvdrw hdmi webcam windows 10- black) lenovo 110 home
a626,asus zenbook ux410ua-as74 ultra-slim laptop 14” fhd ips wideview display intel core i7-8550u up to 4.00ghz processor 8gb ddr4 128gb ssd + 1tb hdd windows 10 backlit keyboard 3.1lbs quartz grey,asus,ux410ua-as74,windows 10 home,asus zenbook ux410ua-as74 ultra-slim laptop 14” fhd ips wideview display intel core i7-8550u up to 4.00ghz processor 8gb ddr4 128gb ssd + 1tb hdd windows 10 backlit keyboard 3.1lbs quartz grey asus home
a627,hp zbook 15 g4 mobile workstation - 1jd35ut#aba (15 fhd display intel i7-7820hq 2.9ghz 512gb ssd 16gb ram nvidia quadro thunderbolt 3 backlit keyboard windows 10 pro 64),hp,1jd35ut#aba,unknown,hp zbook 15 g4 mobile workstation - 1jd35ut#aba (15 fhd display intel i7-7820hq 2.9ghz 512gb ssd 16gb ram nvidia quadro thunderbolt 3 backlit keyboard windows 10 pro 64) unknown
a628,eluktronics n870hp6 pro vr ready gaming laptop - intel i7-7700hq quad core windows 10 home 6gb gddr5 nvidia geforce gtx 1060 17.3? full hd ips display 512gb performance ssd + 16gb ddr4 ram,eluktronics,,windows 10 home 64-bit,eluktronics n870hp6 pro vr ready gaming laptop - intel i7-7700hq quad core windows 10 home 6gb gddr5 nvidia geforce gtx 1060 17.3? full hd ips display 512gb performance ssd + 16gb ddr4 ram 64-bit
a629,dell i5368-1692gry 13.3 fhd 2-in-1 laptop (intel core i3-6100u 2.3ghz processor 4 gb ram 1 tb hdd windows 10) gray,dell,i5368-1692gry,windows 10,dell i5368-1692gry 13.3 fhd 2-in-1 laptop (intel core i3-6100u 2.3ghz processor 4 gb ram 1 tb hdd windows 10) gray 
a630,lenovo ideapad flagship premium 15.6 inch hd laptop pc amd a12-9720p quad-core 12gb ram 1tb hdd dvd rw bluetooth 4.1 802.11ac windows 10 platinum gray,lenovo,,windows 10,lenovo ideapad flagship premium 15.6 inch hd laptop pc amd a12-9720p quad-core 12gb ram 1tb hdd dvd rw bluetooth 4.1 802.11ac windows 10 platinum gray 
a631,2018 dell inspiron 15 15.6 inch flagship notebook laptop computer (intel core i5-7200u 2.5ghz 8gb ddr4 ram 256gb ssd maxxaudio sound intel hd graphics 620 hd webcam windows 10),dell,i3567-5664blk-pus,windows 10,2018 dell inspiron 15 15.6 inch flagship notebook laptop computer (intel core i5-7200u 2.5ghz 8gb ddr4 ram 256gb ssd maxxaudio sound intel hd graphics 620 hd webcam windows 10) i3567-5664blk-pus
a632,dell chromebook 13 3380 6txj4 13.3-inch traditional laptop (black),dell,6txj4,chrome,dell chromebook 13 3380 6txj4 13.3-inch traditional laptop (black) 
a633,lenovo thinkpad p50 15.6-inch laptop (2.8 ghz intel xeon processor 16gb ram 256gb m.2 ssd nvidia quadro m2000m (4gb) windows 7 pro 64-bit),lenovo,20en001sus,windows 7 professional,lenovo thinkpad p50 15.6-inch laptop (2.8 ghz intel xeon processor 16gb ram 256gb m.2 ssd nvidia quadro m2000m (4gb) windows 7 pro 64-bit) 20en001sus professional
a634,2018 flagship hp pavilion 14 wled hd premium business laptop - intel dual-core i5-7200u up to 3.1ghz 12gb ddr4 1tb hdd b&o play 802.11ac bluetooth hdmi usb type-c webcam backlit keyboard win 10,hp,hp pavilion,windows 10 home 64-bit,2018 flagship hp pavilion 14 wled hd premium business laptop - intel dual-core i5-7200u up to 3.1ghz 12gb ddr4 1tb hdd b&o play 802.11ac bluetooth hdmi usb type-c webcam backlit keyboard win 10 windows home 64-bit
a635,lenovo thinkpad e470 14 inch high performance business laptop 256gb ssd intel core i5-6200u 2.30 ghz 8 gb ddr4 802.11ac wifi hdmi bluetooth 4.1 gigabit lan fingerprint reader win 7 pro (e470),lenovo,lenovo-e470,windows 7 professional,lenovo thinkpad e470 14 inch high performance business laptop 256gb ssd intel core i5-6200u 2.30 ghz 8 gb ddr4 802.11ac wifi hdmi bluetooth 4.1 gigabit lan fingerprint reader win 7 pro (e470) lenovo-e470 windows professional
a636,lenovo thinkpad x1 2-in-1 tablet laptop (12 (2160x1440) ips fhd+ touchscreen intel core m7-6y75 256gb ssd 8gb ram detachable keys only 1.7lbs windows 10 professional),lenovo,thinkpad x1 20gg tablet,windows 10 professional,lenovo thinkpad x1 2-in-1 tablet laptop (12 (2160x1440) ips fhd+ touchscreen intel core m7-6y75 256gb ssd 8gb ram detachable keys only 1.7lbs windows 10 professional) 20gg
a637,2018 premium newest hp envy x360 15.6 inch fhd flagship touchscreen laptop (amd quad-core ryzen 5 2500u 16gb ddr4 ram 256gb ssd + 1tb hdd backlit keyboard b&o speakers hd webcam windows 10),hp,hp,windows 10,2018 premium newest hp envy x360 15.6 inch fhd flagship touchscreen laptop (amd quad-core ryzen 5 2500u 16gb ddr4 ram 256gb ssd + 1tb hdd backlit keyboard b&o speakers hd webcam windows 10) 
a638,apple macbook air 13.3-inch 512gb laptop (2.2ghz i7 8gb ram os x sierra) 2017 z0uv - factory upgraded mqd42ll/a,apple,z0uv0002f,mac os x sierra,apple macbook air 13.3-inch 512gb laptop (2.2ghz i7 8gb ram os x sierra) 2017 z0uv - factory upgraded mqd42ll/a z0uv0002f
a639,panasonic laptop rugged cf-31 toughbook - 13.1 touchscreen - i5 2.4ghz cpu - new 1tb hdd - 8gb ram - windows 7 pro + ms office - wifi - dvd/cd-rw custom refurb,quality refurbished computers,cf31i526ghz8gb1tbtouchnew,windows 7 professional,panasonic laptop rugged cf-31 toughbook - 13.1 touchscreen - i5 2.4ghz cpu - new 1tb hdd - 8gb ram - windows 7 pro + ms office - wifi - dvd/cd-rw custom refurb quality refurbished computers cf31i526ghz8gb1tbtouchnew professional
a640,2018 flagship lenovo ideapad 320 15.6 hd led backlight laptop- intel celeron n3350 up to 2.4ghz 8gb ddr3 1tb hdd dvdrw 802.11ac hdmi bluetooth webcam 4-in-1 card reader usb 3.0 win 10 - plum purple,lenovo ideapad,t8tjg,windows 10 home 64-bit,2018 flagship lenovo ideapad 320 15.6 hd led backlight laptop- intel celeron n3350 up to 2.4ghz 8gb ddr3 1tb hdd dvdrw 802.11ac hdmi bluetooth webcam 4-in-1 card reader usb 3.0 win 10 - plum purple ideapad t8tjg windows home 64-bit
a641,asus rog g701vo-ih74k - oc edition 17.3-inch fhd gaming laptop (intel core i7-6820hk 32gb ram 512gb ssd (2 x 256gb) windows 10) copper titanium,,g701vo-ih74k,windows 10,asus rog g701vo-ih74k - oc edition 17.3-inch fhd gaming laptop (intel core i7-6820hk 32gb ram 512gb ssd (2 x 256gb) windows 10) copper titanium 
a642,2018 flagship lenovo ideapad 320 15.6 full hd antiglare business high performance laptop intel core i7-7500u up to 3.5ghz 8gb ddr4 1tb hdd dvd recordable 802.11ac hdmi bluetooth 4.1 hd webcam win 10,lenovo,,windows 10 home 64-bit,2018 flagship lenovo ideapad 320 15.6 full hd antiglare business high performance laptop intel core i7-7500u up to 3.5ghz 8gb ddr4 1tb hdd dvd recordable 802.11ac hdmi bluetooth 4.1 hd webcam win 10 windows home 64-bit
a643,2018 flagship lenovo ideapad 320 15.6 hd led backlight laptop- intel celeron n3350 up to 2.4ghz 8gb ddr3 1tb hdd dvdrw 802.11ac hdmi bluetooth webcam 4-in-1 card reader usb 3.0 win 10 - onyx black,lenovo ideapad,lenovo ideapad 320,windows 10 home 64-bit,2018 flagship lenovo ideapad 320 15.6 hd led backlight laptop- intel celeron n3350 up to 2.4ghz 8gb ddr3 1tb hdd dvdrw 802.11ac hdmi bluetooth webcam 4-in-1 card reader usb 3.0 win 10 - onyx black ideapad windows home 64-bit
a644,hp flagship 2018 high performance laptop 15.6-inch hd wled backlight display amd a6-9220 accelerated processor 4gb ddr4 sdram memory 500gb hard disk drive windows 10,hp flagship laptop,,windows 10,hp flagship 2018 high performance laptop 15.6-inch hd wled backlight display amd a6-9220 accelerated processor 4gb ddr4 sdram memory 500gb hard disk drive windows 10 
a645,asus zenbook 3 ux390ua 12.5 ultraportable laptop intel core i5-7200u kabylake 8gb ram 256gb ssd with fingerprint sensor and harman karson audio silver gray,asus,ux390ua-dh51-gr,windows 10,asus zenbook 3 ux390ua 12.5 ultraportable laptop intel core i5-7200u kabylake 8gb ram 256gb ssd with fingerprint sensor and harman karson audio silver gray asus ux390ua-dh51-gr windows 10
a646,samsung np900x3t-k02us notebook 9 13.3 traditional laptop (light titan),samsung,np900x3t-k02us,windows 10 home,samsung np900x3t-k02us notebook 9 13.3 traditional laptop (light titan) windows 10 home
a647,2018 hp 15.6 inch touchscreen flagship notebook laptop computer (quad-core pentium n3710 1.6ghz 4gb ram 256gb ssd intel hd wifi hd webcam super dvd burner windows 10) black,hp,hp,windows 10,2018 hp 15.6 inch touchscreen flagship notebook laptop computer (quad-core pentium n3710 1.6ghz 4gb ram 256gb ssd intel hd wifi hd webcam super dvd burner windows 10) black 
a648,asus transformer book tp200sa-dh01t-bl 11.6 inch display thin and lightweight 2-in-1 full hd touchscreen laptop intel celeron processor 4gb ram 32gb emmc storage windows 10 home dark blue color,asus,tp200sa-dh01t-bl,windows 10,asus transformer book tp200sa-dh01t-bl 11.6 inch display thin and lightweight 2-in-1 full hd touchscreen laptop intel celeron processor 4gb ram 32gb emmc storage windows 10 home dark blue color asus
a649,dell inspiron 7000 i7559 15.6 uhd (3840x2160) 4k touchscreen premium gaming laptop (intel quad-core i7-6700hq 3.5ghz 16gb ram nvidia gtx 960m 4gb 1tb+8gb hybrid sshd backlit windows 10),dell,inspiron i7559,windows 10,dell inspiron 7000 i7559 15.6 uhd (3840x2160) 4k touchscreen premium gaming laptop (intel quad-core i7-6700hq 3.5ghz 16gb ram nvidia gtx 960m 4gb 1tb+8gb hybrid sshd backlit windows 10) 
a650,2018 high performance hp 17.3? hd+ (1600x900) display laptop pc 7th gen intel core i7-7500u processor up to 3.5ghz 8gb ddr4 sdram 2tb hdd dvd-rw bluetooth wifi hdmi webcam windows 10,hp,hp pavilion 17.3 nontouch i7,windows 10,2018 high performance hp 17.3? hd+ (1600x900) display laptop pc 7th gen intel core i7-7500u processor up to 3.5ghz 8gb ddr4 sdram 2tb hdd dvd-rw bluetooth wifi hdmi webcam windows 10 pavilion nontouch
a651,acer laptop aspire a515-51g-5536 intel core i5 7th gen 7200u (2.50 ghz) 8 gb ddr4 memory 1 tb hdd nvidia geforce 940mx 15.6 windows 10 home 64-bit,acer,,windows 10 home,acer laptop aspire a515-51g-5536 intel core i5 7th gen 7200u (2.50 ghz) 8 gb ddr4 memory 1 tb hdd nvidia geforce 940mx 15.6 windows 10 home 64-bit 
a652,2018 lenovo ideapad 320 15.6? laptop with 3x faster wifi intel celeron dual core n3350 processor up to 2.40ghz 4gb ram 1tb hdd dvd-rw hdmibluetooth webcam win 10 - denim blue,lenovo,,windows 10,2018 lenovo ideapad 320 15.6? laptop with 3x faster wifi intel celeron dual core n3350 processor up to 2.40ghz 4gb ram 1tb hdd dvd-rw hdmibluetooth webcam win 10 - denim blue windows
a653,2018 dell xps 13.3” full hd infinity edge ips touchscreen business laptop - intel core i5-7200u up to 3.1ghz 8gb ram 128gb ssd 802.11ac bluetooth maxxaudio pro backlit keyboard thunderbolt 3 win 10,dell,,windows 10 home 64-bit,2018 dell xps 13.3” full hd infinity edge ips touchscreen business laptop - intel core i5-7200u up to 3.1ghz 8gb ram 128gb ssd 802.11ac bluetooth maxxaudio pro backlit keyboard thunderbolt 3 win 10 windows home 64-bit
a654,samsung np900x5t-k01us notebook 9 15 traditional laptop (light titan),samsung,np900x5t-k01us,windows 10 home,samsung np900x5t-k01us notebook 9 15 traditional laptop (light titan) windows 10 home
a655,apple macbook pro 15 z0uc0000d with touch bar: 3.1ghz quad-core intel core i7 1tb - space gray (mid 2017),apple,z0uc0000d,mac os,apple macbook pro 15 z0uc0000d with touch bar: 3.1ghz quad-core intel core i7 1tb - space gray (mid 2017) os
